"idlqui"|"tipo"|"fec_despacho"|"importa"|"contene_nro"|"merca"|"destino"|"via"|"aduana"|"trans_emp"|"trans_condi"|"despacho_nro"|"zona"|"exportador"|"m_imponible"|"m_ajuste"|"m_factura"|"nro_factura"|"m_flete"|"m_seguro"|"m_cif"|"m_cif_ajuste"|"tc_aduana"|"moneda"|"regime"|"incotern"|"m_ttdespacho"|"m_adelanto"|"m_pagar"|"m_letra"|"observa"|"otro_nombre"|"otro_monto"|"utilidad"
367|"IMPORTACIÓN"|"2023-02-15"|"SANTA ANA TEXTIL S.A."|"-"|"HILOS"|"CIUDAD DEL ESTE - ALTP PARANÁ / PY."|"TERRESTRE"|"PUENTE - CDE"|"TRANS UNION SOCIEDAD ANONIMA"|"F.C.L."|"23005IT02000322S"|"EXTRAZONA"|"MALLANA ASIA IMPORT & EXPORT PTE.LTD"|504419504|0|65903.54|"-"|2694.99|659.04|69257.57|69257.57|7283.24|"DOLAR"|"IT02"|"FOB"|11748523|4095000|7653523|"SIETE MILLON SEISCIENTOS CINCUENTA Y TRES MIL QUINIENTOS VEINTE Y TRES "|"EL MONTO ADELANTO EN SISTEMA ES LA DEUDA A PAGAR POR LA FACTURA DE ROYAL SEGUROS "|"OTROS"|0|2.329117511681309
365|"IMPORTACIÓN"|"2023-02-14"|"PULVIPAR SA"|"-"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"COOP. MULT. DE TRABAJO Y OTRO "|"F.C.L."|"23005IC04002879W"|"MERCOSUR (INTRAZONA)"|"GERALDO N. RECKTENWALD & CIA LTDA"|307446450|0|40310.0|"005PY/2023"|1500.0|403.1|42213.1|42213.1|7283.2|"DOLAR"|"IC04"|"FCA"|41066460|33743685|7322775|"SIETE MILLON TRECIENTOS VEINTE Y DOS MIL SETECIENTOS SETENTA Y CINCO "|"NINGUNA"|"OTROS"|0|13.357272461594532
364|"IMPORTACIÓN"|"2023-02-10"|"PULVIPAR SA"|"-"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"COOP. MULT. DE TRABAJO Y OTRO "|"F.C.L."|"23005IC04002603H"|"MERCOSUR (INTRAZONA)"|"GERALDO N. RECKTENWALD & CIA LTDA"|354133589|0|46361.41|"004PY/2023"|1800.0|463.61|48625.02|48625.02|7282.95|"DOLAR"|"IC04"|"FCA"|46601198|38889125|7712073|"SIETE MILLON SETECIENTOS DOCE MIL SETENTA Y TRES "|"NINGUNA"|"OTROS"|0|13.159214332532574
363|"IMPORTACIÓN"|"2023-02-16"|"PULVIPAR SA"|"-"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"COOP. MULT. DE TRABAJO Y OTRO "|"L.C.L."|"23005IC04002726N"|"MERCOSUR (INTRAZONA)"|"INDUSTRIA DE MAQUINAS E IMPLEMENTOS AGRICOLAS KF LTDA"|1048846597|0|141096.68|"03/2022"|1500.0|1410.97|144007.65|144007.65|7283.27|"DOLAR"|"IC04"|"EXW"|128982664|115950545|13032119|"TRECE MILLONES TREINTA Y DOS MIL CIENTO DIECINUEVE"|"NINGUNA"|"OTROS"|0|12.29757186312347
362|"IMPORTACIÓN"|"2023-02-10"|"PULVIPAR SA"|"-"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"COOP. MULT. DE TRABAJO Y OTRO "|"L.C.L."|"23005IM04000064Z"|"MERCOSUR (INTRAZONA)"|"INDUSTRIA DE MAQUINAS E IMPLEMENTOS AGRICOLAS KF LTDA"|5370975|0|433.11|"04/2023"|300.0|4.33|737.44|737.44|7283.27|"DOLAR"|"IM04"|"EXW"|2234823|837058|1397765|"UN MILLON TRECIENTOS NOVENTA Y SIETE MIL SETECIENTOS SESENTA Y CINCO "|"NINGUNA"|"OTROS"|0|41.60926088838619
361|"IMPORTACIÓN"|"2023-02-09"|"ELECTRO PARANA SRL"|"-"|"ARTICULOS DE FERRETERIA "|"CIUDAD DEL ESTE - ALTP PARANÁ / PY."|"TERRESTRE"|"SOLUCIÓN LOGÍSTICA"|"ANED TRANSPORTES SOCIEDAD DE R"|"F.C.L."|"23030IC04001776P"|"MERCOSUR (INTRAZONA)"|"BARBURY COMPANY S.A."|87510980|0|11533.57|"0005-00000607"|450.0|32.3|12015.87|12015.87|7282.95|"DOLAR"|"IC04"|"FCA"|13443866|9656706|3787160|"TRES MILLON SETECIENTOS OCHENTA Y SIETE MIL CIENTO SESENTA "|"NINGUNA"|"OTROS"|0|15.362490512619102
359|"IMPORTACIÓN"|"2023-02-06"|"PULVIPAR SA"|"-"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"BTR"|"L.C.L."|"23005IM04000055Z"|"MERCOSUR (INTRAZONA)"|"BENPAR INDUSTRIA AGRICOLA LTDA"|2787639|0|130.0|"001/2023"|250.0|1.3|381.3|381.3|7310.88|"DOLAR"|"IM04"|"FCA"|1708288|345062|1363226|"UN MILLON TRECIENTOS SESENTA Y TRES MIL DOSCIENTOS VEINTE Y SEIS "|"NINGUNA"|"OTROS"|0|61.28081864258608
358|"IMPORTACIÓN"|"2023-02-07"|"PULVIPAR SA"|"-"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"COOP. MULT. DE TRABAJO Y OTRO "|"F.C.L."|"23005IC04002430F"|"MERCOSUR (INTRAZONA)"|"ANTONIOSITECNOLOGIAAGROINDUSTRIAL LTDA"|665093460|0|88247.56|"202212010"|2000.0|882.48|91130.04|91130.04|7298.29|"DOLAR"|"IC04"|"EXW"|82561441|72913910|9647531|"NUEVE MILLON SEISCIENTOS CUARENTA Y SIETE MIL QUINIENTOS TREINTA Y UN "|"NINGUNA"|"OTROS"|0|12.413509674264425
356|"IMPORTACIÓN"|"2023-02-02"|"NORTE SRL/SANTA ANA TEXTIL SA"|"-"|"HILOS"|"CIUDAD DEL ESTE - ALTP PARANÁ / PY."|"TERRESTRE"|"PUENTE - CDE"|"TENORA LOGISTICA INTERNACIONAL LTDA"|"F.C.L."|"23005IC04002142F"|"MERCOSUR (INTRAZONA)"|"ZANETTE IMPORTACAO E EXPORTACAO LTDA"|494385627|0|64572.64|"001/23"|2400.0|645.73|67618.37|67618.37|7311.41|"DOLAR"|"IC04"|"CPT"|63257495|54218895|9038600|"NUEVE MILLON TREINTA Y OCHO MIL SEISCIENTOS "|"NINGUNA"|"OTROS"|0|12.795172744777226
353|"IMPORTACIÓN"|"2023-02-03"|"SCHWENDLER FRANTZ MATIAS"|"-"|"PULVERIZADOR"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"BTR"|"L.C.L."|"23005IC04002211C"|"MERCOSUR (INTRAZONA)"|"AGRAL IND E COM DE EQUIP ELECTRONICOS LTDA"|77305958|0|10000.0|"18530"|460.0|100.0|10560.0|10560.0|7320.64|"DOLAR"|"IC04"|"EXW"|12720784|8540330|4180454|"CUATRO MILLON CIENTO OCHENTA MIL CUATROCIENTOS CINCUENTA Y CUATRO "|"NINGUNA"|"OTROS"|0|16.455114623894836
352|"IMPORTACIÓN"|"2023-02-03"|"PULVIPAR SA"|"-"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"RODO RIVA TRANSPORTES LTDA"|"L.C.L."|"23005IC04002151F"|"MERCOSUR (INTRAZONA)"|"MAQUINAS AGRICOLAS JACTO S/A"|53122224|0|6502.91|"JMA0604E22"|750.0|3.59|7256.5|7256.5|7320.64|"DOLAR"|"IC04"|"CIP"|9793730|5927719|3866011|"TRES MILLON OCHOCIENTOS SESENTA Y SEIS MIL ONCE "|"NINGUNA"|"OTROS"|0|18.43621983898867
351|"IMPORTACIÓN"|"2023-01-27"|"ELECTRO PARANA SRL"|"2x40"|"ARTICULOS DE FERRETERIA "|"CIUDAD DEL ESTE - ALTP PARANÁ / PY."|"FLUVIAL"|"TERPORT VILLETA "|"NAVEMAR SA"|"F.C.L."|"23038IC04000560N"|"EXTRAZONA"|"HANGZHOU LINAN XINLAN IMPORT & EXPORT CO. LTD"|992590110|0|119185.26|"SMT20220727"|14800.0|283.17|134268.43|134268.43|7392.58|"DOLAR"|"IC04"|"FOB"|217883570|207671357|10212213|"DIEZ MILLONES DOSCIENTOS DOCE MIL DOSCIENTOS TRECE "|"NINGUNA"|"OTROS"|0|21.95101158120546
349|"IMPORTACIÓN"|"2023-01-19"|"PULVIPAR SA"|"-"|"RULEMANES "|"SANTA RITA-ALTO PARANÁ/PY."|"AEREO"|"SOLUCIÓN LOGÍSTICA"|"LIDER EXPRESS SOCIEDAD ANONIMA"|"L.C.L."|"23030IC04000797R"|"EXTRAZONA"|"N01 (CHINA) POWER EQUIPAMENT CO., LIMITED"|101286629|0|13000.0|"20220919"|600.0|27.0|13627.0|13627.0|7432.79|"DOLAR"|"IC04"|"CIF"|29061487|21152077|7909410|"SIETE MILLON NOVECIENTOS NUEVE MIL CUATROCIENTOS DIEZ "|"NINGUNA"|"OTROS"|0|28.692323248313457
348|"IMPORTACIÓN"|"2023-01-26"|"REFRINAR S.R.L."|"-"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"TRANSLIBERDADE LOGISTICA S.A."|"L.C.L."|"23005IC04001533X"|"MERCOSUR (INTRAZONA)"|"EMICOL ELETRO ELETRONICA S.A."|56780809|0|6776.2|"0539.22"|850.0|67.76|7693.96|7693.96|7379.92|"DOLAR"|"IC04"|"EXW"|9876247|6626172|3250075|"TRES MILLON DOSCIENTOS CINCUENTA MIL SETENTA Y CINCO "|"NINGUNA"|"OTROS"|0|17.393635585572582
347|"IMPORTACIÓN"|"2023-01-23"|"PULVIPAR SA"|"-"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"COOP. MULT. DE TRABAJO Y OTRO "|"F.C.L."|"23005IC04001270G"|"MERCOSUR (INTRAZONA)"|"INDUSTRIA DE MAQUINAS E IMPLEMENTOS AGRICOLAS KF LTDA"|781801679|0|102270.46|"02/2023"|1800.0|1022.7|105093.16|105093.16|7439.13|"DOLAR"|"IC04"|"EXW"|96029939|85697064|10332875|"DIEZ MILLONES TRECIENTOS TREINTA Y DOS MIL OCHOCIENTOS SETENTA Y CINCO "|"NINGUNA"|"OTROS"|0|12.283158450469381
345|"IMPORTACIÓN"|"2023-01-13"|"IMPORTADORA DEALER SOCIEDAD ANONIMA"|"-"|"DRONES"|"CIUDAD DEL ESTE - ALTP PARANÁ / PY."|"TERRESTRE"|"PAKSA"|"EMPRESA NUESTRA SEÑORA DE LA A"|"L.C.L."|"23015IC04000328K"|"ACUERDO MERCO-CHILE"|"SUMMITAGRO"|312107102|0|40500.0|"0000000195"|1200.0|405.0|42105.0|42105.0|7412.59|"DOLAR"|"IC04"|"EXW"|60312863|0|60312863|"SESENTA MILLONES TRECIENTOS DOCE MIL OCHOCIENTOS SESENTA Y TRES "|"NINGUNA"|"OTROS"|0|19.324412233336492
344|"IMPORTACIÓN"|"2023-01-17"|"SAMUDIO DE CARDOZO GLORIA FATIMA"|"-"|"ASIENTOS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"SOLUCIÓN LOGÍSTICA"|"AGRO LOGISTICA S.A."|"L.C.L."|"23030IM04000026M"|"EXTRAZONA"|"ANJI PUKE HOME SUPPLIES CO LTD"|16069385|0|1393.81|"OK20220801B"|758.82|13.94|2166.57|2166.57|7416.97|"DOLAR"|"IM04"|"FOB"|9977920|5475668|4502252|"CUATRO MILLON QUINIENTOS DOS MIL DOSCIENTOS CINCUENTA Y DOS "|"NINGUNA"|"OTROS"|0|62.09273099126071
343|"IMPORTACIÓN"|"2023-01-12"|"SCHWENDLER FRANTZ MATIAS"|"-"|"GPS "|"SANTA RITA-ALTO PARANÁ/PY."|"AEREO"|"AEROP. SILVIO PETTIROSSI"|"TAMPA CARGO S.A."|"F.C.L."|"23002IC04000811D"|"EXTRAZONA"|"HEMISPHERE GNSS"|40188059|0|4871.75|"C44153"|512.97|48.72|5433.44|5433.44|7396.43|"DOLAR"|"IC04"|"FCA"|7887851|4424473|3463378|"TRES MILLON CUATROCIENTOS SESENTA Y TRES MIL TRECIENTOS SETENTA Y OCHO "|"NINGUNA"|"OTROS"|0|19.62735000463695
342|"IMPORTACIÓN"|"2023-01-17"|"SCHWENDLER FRANTZ MATIAS"|"CONSOLIDADO"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"BTR"|"L.C.L."|"23005IC04000726L"|"EXTRAZONA"|"AGROSYSTEM IND. IMP E EXP. LTDA"|354017886|100|46400.0|"20221312"|795.0|464.0|47659.0|47759.0|7412.59|"DOLAR"|"IC04"|"FCA"|47084884|38844007|8240877|"OCHO MILLON DOSCIENTOS CUARENTA MIL OCHOCIENTOS SETENTA Y SIETE "|"NINGUNA"|"OTROS"|0|13.300142693920273
341|"IMPORTACIÓN"|"2023-01-12"|"PULVIPAR SA"|"CARRETA"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"COOP. MULT. DE TRABAJO Y OTRO "|"F.C.L."|"23005IC04000679S"|"MERCOSUR (INTRAZONA)"|"INDUSTRIA DE MAQUINAS E IMPLEMENTOS AGRICOLAS KF LTDA"|808656574|0|106466.0|"01/2023"|1800.0|1064.66|109330.66|109330.66|7396.43|"DOLAR"|"IC04"|"EXW"|99172573|88636036|10536537|"DIEZ MILLONES QUINIENTOS TREINTA Y SEIS MIL QUINIENTOS TREINTA Y SIETE "|"NINGUNA"|"OTROS"|0|12.263867776334926
337|"IMPORTACIÓN"|"2023-01-03"|"SCHWENDLER FRANTZ MATIAS"|"-"|"PULVERIZADOR"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"BTR"|"L.C.L."|"23005IC04000095K"|"MERCOSUR (INTRAZONA)"|"AGRAL IND E COM DE EQUIP ELECTRONICOS LTDA"|61644156|0|8000.0|"18140"|360.0|80.0|8440.0|8440.0|7303.81|"DOLAR"|"IC04"|"EXW"|10408421|6824091|3584330|"TRES MILLON QUINIENTOS OCHENTA Y CUATRO MIL TRECIENTOS TREINTA "|"NINGUNA"|"OTROS"|0|16.884684089113005
336|"IMPORTACIÓN"|"2022-12-16"|"PULVEMAQ SOCIEDAD ANONIMA "|"-"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"AEREO"|"AEROP. SILVIO PETTIROSSI"|"DHL"|"F.C.L."|"22002IC04026356Y"|"EXTRAZONA"|"TEEJET TECHNOLOGIES"|94555065|0|12670.4|"QY1552/QL305212"|244.78|126.7|13041.88|13041.88|7250.11|"DOLAR"|"IC04"|"EXW"|14874125|10389601|4484524|"CUATRO MILLON CUATROCIENTOS OCHENTA Y CUATRO MIL QUINIENTOS VEINTE Y CUATRO "|"NINGUNA"|"OTROS"|0|15.73064859085021
335|"IMPORTACIÓN"|"2023-01-02"|"SANTA ANA TEXTIL S.A."|"-"|"HILOS"|"CIUDAD DEL ESTE - ALTP PARANÁ / PY."|"TERRESTRE"|"PUENTE - CDE"|"BTR"|"L.C.L."|"23005IT0402000003Y"|"MERCOSUR (INTRAZONA)"|"HYOSUNG BRASIL IND. E COM. DE FIBRAS LTDA"|109767587|0|14364.0|"HSBR221114-2"|435.0|143.64|14942.64|14942.64|7345.93|"DOLAR"|"IT04"|"EXW"|3577890|0|3577890|"TRES MILLON QUINIENTOS SETENTA Y SIETE MIL OCHOCIENTOS NOVENTA "|"NINGUNA"|"OTROS"|0|3.259514122324653
334|"EXPORTACIÓN"|"2022-12-21"|"SANTA ANA TEXTIL S.A."|"-"|"TELAS"|"BRASIL "|"TERRESTRE"|"TERMINAL DE CARGAS KM 12"|"TENORA LOGISTICA INTERNACIONAL LTDA"|"F.C.L."|"22018EC01004012W"|"MERCOSUR (INTRAZONA)"|"DUBRASIL IMPORTACAO E EXPORTACOA LTDA"|371982409|0|51228.92|"001-002-0000312"|0.0|0.0|51228.92|51228.92|7261.18|"DOLAR"|"EC01"|"FCA"|3486671|0|3486671|"TRES MILLON CUATROCIENTOS OCHENTA Y SEIS MIL SEISCIENTOS SETENTA Y UN "|"NINGUNA"|"OTROS"|0|0.9373214742528322
333|"IMPORTACIÓN"|"2022-12-26"|"SANTA ANA TEXTIL S.A."|"-"|"QUIMICOS"|"CIUDAD DEL ESTE - ALTP PARANÁ / PY."|"TERRESTRE"|"PUENTE - CDE"|"BTR"|"L.C.L."|"22005IC04027188V"|"MERCOSUR (INTRAZONA)"|"NS IMPORTACAO E COMERCIO EIRELI"|576559268|115|76573.2|"2022-023"|1335.0|765.73|78673.93|78788.93|7317.77|"DOLAR"|"IC04"|"FCA"|112256036|102582527|9673509|"NUEVE MILLON SEISCIENTOS SETENTA Y TRES MIL QUINIENTOS NUEVE "|"NINGUNA"|"OTROS"|0|19.469990724353423
331|"EXPORTACIÓN"|"2022-12-13"|"SANTA ANA TEXTIL S.A."|"-"|"HILOS"|"CIUDAD DEL ESTE - ALTP PARANÁ / PY."|"TERRESTRE"|"TERMINAL DE CARGAS KM 12"|"TENORA LOGISTICA INTERNACIONAL LTDA"|"F.C.L."|"22018EC01003938P"|"MERCOSUR (INTRAZONA)"|"DUBRASIL IMPORTACAO E EXPORTACOA LTDA"|196051649|0|27272.16|"001-002-0000311"|0.0|0.0|27272.16|27272.16|7188.71|"DOLAR"|"EC01"|"FCA"|2626454|0|2626454|"DOS MILLON SEISCIENTOS VEINTE Y SEIS MIL CUATROCIENTOS CINCUENTA Y CUATRO "|"NINGUNA"|"OTROS"|0|1.3396745262775116
330|"EXPORTACIÓN"|"2022-12-13"|"SANTA ANA TEXTIL S.A."|"-"|"HILOS"|"CIUDAD DEL ESTE - ALTP PARANÁ / PY."|"TERRESTRE"|"TERMINAL DE CARGAS KM 12"|"TENORA LOGISTICA INTERNACIONAL LTDA"|"F.C.L."|"22018EM01001449U"|"MERCOSUR (INTRAZONA)"|"DUBRASIL IMPORTACAO E EXPORTACOA LTDA"|196125179|0|27164.98|"001-004-0000301"|0.0|0.0|27164.98|27164.98|7219.78|"DOLAR"|"EM01"|"FCA"|2727934|0|2727934|"DOS MILLON SETECIENTOS VEINTE Y SIETE MIL NOVECIENTOS TREINTA Y CUATRO "|"NINGUNA"|"OTROS"|0|1.390914727986048
329|"IMPORTACIÓN"|"2022-12-22"|"SANTA ANA TEXTIL S.A."|"-"|"HILOS"|"CIUDAD DEL ESTE - ALTP PARANÁ / PY."|"TERRESTRE"|"PUENTE - CDE"|"TENORA LOGISTICA INTERNACIONAL LTDA"|"F.C.L."|"22005IC04027294T"|"MERCOSUR (INTRAZONA)"|"ZANETTE IMPORTACAO E EXPORTACAO LTDA"|385000944|0|49792.87|"002/22"|2300.0|497.93|52590.8|52590.8|7320.69|"DOLAR"|"IC04"|"CPT"|50074508|42237272|7837236|"SIETE MILLON OCHOCIENTOS TREINTA Y SIETE MIL DOSCIENTOS TREINTA Y SEIS "|"NINGUNA"|"OTROS"|0|13.006333823430833
327|"IMPORTACIÓN"|"2022-12-16"|"PULVEMAQ SOCIEDAD ANONIMA "|"-"|"PULVERIZADOR"|"SANTA RITA-ALTO PARANÁ/PY."|"AEREO"|"AEROP. SILVIO PETTIROSSI"|"DHL"|"L.C.L."|"22002IC04026356Y"|"EXTRAZONA"|"TEEJET TECHNOLOGIES"|94555065|0|12670.4|"QY71552/QL305212"|244.78|126.7|13041.88|13041.88|7250.11|"DOLAR"|"IC04"|"EXW"|14874145|10389601|4484544|"CUATRO MILLON CUATROCIENTOS OCHENTA Y CUATRO MIL QUINIENTOS CUARENTA Y CUATRO "|"NINGUNA"|"OTROS"|0|15.730669742546315
326|"IMPORTACIÓN"|"2022-12-26"|"REFRINAR S.R.L."|"-"|"ART. VARIOS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"TRANSLIBERDADE LOGISTICA S.A."|"L.C.L."|"22005IC04027254P"|"MERCOSUR (INTRAZONA)"|"ELECTROLUX DO BRASIL S.A."|92270347|101|11493.15|"WDSJ02290-22"|900.0|114.93|12508.08|12609.08|7317.77|"DOLAR"|"IC04"|"FCA"|19861367|15325643|4535724|"CUATRO MILLON QUINIENTOS TREINTA Y CINCO MIL SETECIENTOS VEINTE Y CUATRO "|"NINGUNA"|"OTROS"|0|21.525189452251652
325|"IMPORTACIÓN"|"2022-12-28"|"ELECTRO PARANA SRL"|"-"|"ARTICULOS DE FERRETERIA "|"CIUDAD DEL ESTE - ALTP PARANÁ / PY."|"TERRESTRE"|"SOLUCIÓN LOGÍSTICA"|"OVIEDO LOPEZ CELINA"|"L.C.L."|"22030IC04016462M"|"MERCOSUR (INTRAZONA)"|"INDUSTRIA SICA S.A.I.C."|122851519|0|16261.08|"002-200-004352"|412.5|45.53|16719.11|16719.11|7347.97|"DOLAR"|"IC04"|"FCA"|18390717|13526666|4864051|"CUATRO MILLON OCHOCIENTOS SESENTA Y CUATRO MIL CINCUENTA Y UN "|"NINGUNA"|"OTROS"|0|14.96987351047731
324|"IMPORTACIÓN"|"2023-01-02"|"REFRINAR S.R.L."|"-"|"EVAPORADORES "|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"TRANSLIBERDADE LOGISTICA S.A."|"F.C.L."|"23005IC04000047H"|"MERCOSUR (INTRAZONA)"|"MIPAL INDUSTRIA DE EVAPORADORES LTDA"|55588856|0|5730.0|"MP-043/22"|1780.0|57.3|7567.3|7567.3|7345.93|"DOLAR"|"IC04"|"EXW"|9352990|6161333|3191657|"TRES MILLON CIENTO NOVENTA Y UN MIL SEISCIENTOS CINCUENTA Y SIETE "|"NINGUNA"|"OTROS"|0|16.825296782506193
323|"IMPORTACIÓN"|"2023-01-02"|"SANTA ANA TEXTIL S.A."|"-"|"HILOS"|"CIUDAD DEL ESTE - ALTP PARANÁ / PY."|"TERRESTRE"|"PUENTE - CDE"|"BTR"|"L.C.L."|"23005IT02000003Y"|"MERCOSUR (INTRAZONA)"|"HYOSUNG BRASIL IND. E COM. DE FIBRAS LTDA"|109767587|0|14364.0|"HSBR221114-2"|435.0|143.64|14942.64|14942.64|7345.93|"DOLAR"|"IT02"|"EXW"|609168|0|609168|"SEISCIENTOS NUEVE MIL CIENTO SESENTA Y OCHO "|"NINGUNA"|"OTROS"|0|0.5549616390856802
318|"IMPORTACIÓN"|"2022-12-19"|"PULVIPAR SA"|"-"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"COOP. MULT. DE TRABAJO Y OTRO "|"L.C.L."|"22005IT04026628T"|"MERCOSUR (INTRAZONA)"|"INDUSTRIA DE MAQUINAS E IMPLEMENTOS AGRICOLAS KF LTDA"|873734566|0|119135.9|"37/2022"|900.0|1191.36|121227.26|121227.26|7207.41|"DOLAR"|"IT04"|"FCA"|106913572|95911181|11002391|"ONCE MILLONES DOS MIL TRECIENTOS NOVENTA Y UN "|"NINGUNA"|"OTROS"|0|12.23639033642169
316|"IMPORTACIÓN"|"2022-12-19"|"PULVIPAR SA"|"-"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"COOP. MULT. DE TRABAJO Y OTRO "|"L.C.L."|"22005IM04000690U"|"MERCOSUR (INTRAZONA)"|"INDUSTRIA DE MAQUINAS E IMPLEMENTOS AGRICOLAS KF LTDA"|12448350|0|818.97|"38/2022"|900.0|8.19|1727.16|1727.16|7207.41|"DOLAR"|"IM04"|"EXW"|2937603|1445087|1492516|"UN MILLON CUATROCIENTOS NOVENTA Y DOS MIL QUINIENTOS DIECISEIS "|"NINGUNA"|"OTROS"|0|23.598332309101206
313|"IMPORTACIÓN"|"2022-12-19"|"LUZKO PACHKO SANDRA LORENA"|"-"|"PRENDAS DE VESTIR "|"JUAN LEON MALLORQUIN"|"TERRESTRE"|"PUENTE - CDE"|"BTR"|"L.C.L."|"22005IC04026605Y"|"MERCOSUR (INTRAZONA)"|"KRINDGES INDUSTRIAL S/A"|77634329|0|10209.37|"k019"|460.0|102.09|10771.46|10771.46|7207.41|"DOLAR"|"IC04"|"FCA"|12236442|8574477|3661965|"TRES MILLON SEISCIENTOS SESENTA Y UN MIL NOVECIENTOS SESENTA Y CINCO "|"NINGUNA"|"OTROS"|0|15.761638127895715
310|"IMPORTACIÓN"|"2022-12-12"|"PULVIPAR SA"|"-"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"BTR"|"L.C.L."|"22005IC04025979E"|"MERCOSUR (INTRAZONA)"|"MAQUINAS AGRICOLAS JACTO S/A"|211167083|250|28266.37|"JME1277E22"|675.0|14.12|28955.49|29205.49|7230.39|"DOLAR"|"IC04"|"CIP"|29729343|24122034|5607309|"CINCO MILLON SEISCIENTOS SIETE MIL TRECIENTOS NUEVE "|"NINGUNA"|"OTROS"|0|14.078587712460848
309|"IMPORTACIÓN"|"2022-12-12"|"SCHWENDLER FRANTZ MATIAS"|"-"|"GPS "|"SANTA RITA-ALTO PARANÁ/PY."|"AEREO"|"AEROP. SILVIO PETTIROSSI"|"TAMPA CARGO S.A."|"L.C.L."|"22002IM04012189A"|"EXTRAZONA"|"SMALL CONCEPT  GROUP LIMITED"|10574445|0|1250.0|"988865282"|200.0|12.5|1462.5|1462.5|7230.39|"DOLAR"|"IM04"|"SIN"|2841280|1169392|1671888|"UN MILLON SEISCIENTOS SETENTA Y UN MIL OCHOCIENTOS OCHENTA Y OCHO "|"NINGUNA"|"OTROS"|0|26.869306143253855
308|"IMPORTACIÓN"|"2022-12-13"|"PULVIPAR SA"|"-"|"IMPLEMENTOS AGRICOLAS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUENTE - CDE"|"COOP. MULT. DE TRABAJO Y OTRO "|"L.C.L."|"22005IC04026060J"|"MERCOSUR (INTRAZONA)"|"GERALDO N. RECKTENWALD & CIA LTDA"|369977410|0|48955.42|"032PY/2022"|1800.0|489.55|51244.97|51244.97|7219.78|"DOLAR"|"IC04"|"FCA"|48270231|40624345|7645886|"SIETE MILLON SEISCIENTOS CUARENTA Y CINCO MIL OCHOCIENTOS OCHENTA Y SEIS "|"NINGUNA"|"OTROS"|0|13.04680493871234
302|"IMPORTACIÓN"|"2022-12-07"|"SAMUDIO DE CARDOZO GLORIA FATIMA"|"-"|"ASIENTOS"|"SANTA RITA-ALTO PARANÁ/PY."|"TERRESTRE"|"PUERTO SEGURO FLUVIAL S.A."|"GUARAN FEEDER S.A."|"F.C.L."|"22032IC04007922P"|"EXTRAZONA"|"ANJI PUKE HOME SUPPLIES CO LTD"|193855363|0|19320.5|"OK20220801"|7600.0|193.2|27113.7|27113.7|7149.72|"DOLAR"|"IC04"|"FOB"|76034902|60200370|15834532|"QUINCE MILLONES OCHOCIENTOS TREINTA Y CUATRO MIL QUINIENTOS TREINTA Y DOS "|"NINGUNA"|"OTROS"|0|39.222490842309064
